Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Rating
98276,Hawaii,07/01/2024,07/10/2024,9.0,Danielle Sharp 98276,32.0,Male,Greece,Hostel,794.69,Car rental,352.65,1
98277,Fiji,01/23/2024,02/01/2024,9.0,Angel Rocha 98277,20.0,Male,Taiwan,Guesthouse,1104.66,Ferry,382.68,3
98278,Mexico,08/05/2023,08/10/2023,5.0,Angelica Ramos 98278,33.0,Other,United Kingdom,Resort,346.39,Car rental,1060.38,2
98279,"Honolulu, Hawaii",01/23/2025,02/07/2025,15.0,Becky Boone 98279,33.0,Male,American,Riad,2505.3,Car rental,1251.96,4
98280,"Osaka, Japan",10/23/2024,10/31/2024,8.0,Benjamin Lloyd MD 98280,58.0,Male,Germany,Airbnb,981.78,Subway,338.85,5
98281,Fiji,09/02/2023,09/14/2023,12.0,Ian Skinner 98281,51.0,Male,United Arab Emirates,Riad,1087.74,Ferry,381.17,5
98282,Mexico,12/19/2023,12/27/2023,8.0,Mr. Cory Fuentes 98282,33.0,Female,Japan,Hotel,2784.45,Car,412.14,4
98283,"Addis Ababa, Ethiopia",03/10/2025,03/15/2025,5.0,Denise Hammond 98283,59.0,Other,Spain,Vacation rental,604.39,Car rental,257.61,3
98284,"San Francisco, USA",03/31/2025,04/09/2025,9.0,Mr. Benjamin Davidson 98284,37.0,Other,South African,Resort,1256.4,Train,429.93,3
98285,Egypt,01/26/2025,02/01/2025,6.0,Stacy Hall 98285,68.0,Other,American,Hotel,1657.98,Ferry,1148.47,4
98286,"Cancun, Mexico",04/17/2025,05/08/2025,21.0,Dana Roman 98286,61.0,Male,British,Vacation rental,1460.97,Car rental,1288.29,4
98287,"Toronto, Canada",10/12/2023,10/16/2023,4.0,Gina Gutierrez 98287,19.0,Male,Canadian,Vacation rental,1034.74,Plane,427.99,4
98288,"Kuala Lumpur, Malaysia",2/1/2024,2/9/2024,8.0,Cory Payne 98288,20.0,Female,Indian,Hostel,688.84,Bus,256.29,5
98289,Spain,01/24/2024,02/13/2024,20.0,Dr. William Kane 98289,54.0,Other,South Korean,Villa,2688.76,Subway,267.75,4
98290,"Cairo, Egypt",01/18/2025,02/07/2025,20.0,Devon Bryant 98290,46.0,Female,Brazilian,Airbnb,585.21,Train,271.38,3
98291,"Gold Coast, Australia",12/21/2024,01/03/2025,13.0,Savannah Velasquez 98291,39.0,Other,Japan,Villa,1136.29,Ferry,358.57,4
98292,"Vancouver, Canada",06/10/2023,06/24/2023,14.0,Jesse Montes 98292,25.0,Male,South Korea,Villa,2715.82,Ferry,1070.35,5
98293,"Lima, Peru",08/15/2024,08/25/2024,10.0,Darrell Perez 98293,34.0,Other,Greece,Hotel,790.31,Ferry,323.51,4
98294,"Kuala Lumpur, Malaysia",06/18/2023,06/26/2023,8.0,Carrie Ortiz 98294,31.0,Male,United Arab Emirates,Villa,685.15,Bus,261.14,4
98295,"Buenos Aires, Argentina",10/12/2024,10/21/2024,9.0,Norman Castaneda 98295,37.0,Female,Moroccan,Vacation rental,745.4,Ferry,383.46,2
98296,Fiji,04/22/2023,05/11/2023,19.0,Tracy Jordan 98296,43.0,Female,Italy,Riad,1135.44,Subway,434.59,4
98297,"Prague, Czech Republic",07/12/2024,07/30/2024,18.0,Mallory Middleton 98297,36.0,Other,Japan,Riad,811.31,Plane,298.19,3
98298,"Accra, Ghana",09/05/2023,09/18/2023,13.0,Andres Bernard 98298,60.0,Male,Spanish,Guesthouse,697.21,Car rental,283.51,5
98299,"Bali, Indonesia",11/12/2023,11/19/2023,7.0,Kelsey Brandt 98299,23.0,Female,Taiwanese,Resort,600 USD,Plane,700 USD,4
98300,"Gold Coast, Australia",03/19/2025,04/04/2025,16.0,Wanda Haynes 98300,64.0,Female,Cambodia,Villa,1015.42,Car,403.5,2
98301,"London, UK",06/17/2024,06/29/2024,12.0,Eric Daniels 98301,56.0,Other,German,Guesthouse,330.43,Car rental,1636.21,5
98302,"Cairo, Egypt",06/18/2024,06/24/2024,6.0,Dakota James 98302,42.0,Other,Italian,Riad,519.9,Car rental,198.54,3
98303,"Los Angeles, USA",01/30/2024,02/19/2024,20.0,Tanner Durham 98303,20.0,Male,Indian,Villa,1851.17,Bus,690.24,4
98304,Rome,09/22/2023,09/25/2023,3.0,Tyler Parker 98304,30.0,Other,Scottish,Vacation rental,2057.48,Ferry,374.46,4
98305,Hawaii,12/28/2024,01/12/2025,15.0,Gabriela Luna 98305,57.0,Other,Japan,Resort,730.26,Train,174.19,4
98306,"Casablanca, Morocco",11/12/2023,11/19/2023,7.0,Travis Frey 98306,25.0,Female,Taiwanese,Resort,710.32,Plane,270.59,5
98307,Australia,07/18/2023,08/06/2023,19.0,Seth Price 98307,47.0,Male,Brazilian,Vacation rental,1149.03,Plane,984.36,3
98308,"Kuala Lumpur, Malaysia",06/06/2023,06/20/2023,14.0,Kayla Andrade 98308,35.0,Other,South Korean,Guesthouse,735.34,Bus,244.29,5
98309,"Rio de Janeiro, Brazil",01/12/2025,01/22/2025,10.0,Mr. Bruce Williams MD 98309,59.0,Female,Singapore,Hotel,1217.63,Flight,403.68,2
98310,Fiji,05/08/2023,05/14/2023,6.0,Dawn Villarreal 98310,55.0,Other,Canadian,Airbnb,1038.87,Airplane,380.36,5
98311,Australia,03/30/2024,04/05/2024,6.0,Laura Hubbard 98311,21.0,Other,Japanese,Riad,2423.49,Bus,1570.3,3
98312,Fiji,02/21/2024,02/26/2024,5.0,Jennifer Landry 98312,29.0,Other,Germany,Villa,1202.91,Train,431.01,4
98313,Santorini,04/13/2024,04/20/2024,7.0,Angela Solis 98313,54.0,Female,Singapore,Vacation rental,1720.5,Ferry,1282.23,4
98314,"Bangkok, Thailand",04/29/2023,05/13/2023,14.0,Derek Montoya 98314,62.0,Female,American,Guesthouse,938.44,Car rental,1060.67,5
98315,"Rio de Janeiro, Brazil",03/25/2025,04/06/2025,12.0,Valerie Mccall 98315,46.0,Female,Greece,Villa,1652.78,Ferry,643.79,5
98316,"Casablanca, Morocco",09/16/2023,10/01/2023,15.0,Maria Greene 98316,32.0,Male,Dutch,Airbnb,753.11,Train,274.87,2
98317,Dubai,08/14/2023,09/01/2023,18.0,David Whitney 98317,55.0,Male,Cambodia,Resort,1042.51,Airplane,1438.58,5
98318,"Budapest, Hungary",05/13/2024,05/22/2024,9.0,Adam Park 98318,69.0,Other,Chinese,Vacation rental,685.0,Train,293.44,4
98319,"Cairo, Egypt",10/12/2023,10/16/2023,4.0,Christina Lester 98319,22.0,Male,Canadian,Vacation rental,534.89,Plane,234.72,4
98320,"Hanoi, Vietnam",03/28/2025,04/11/2025,14.0,Daisy White 98320,24.0,Female,Chinese,Hotel,617.94,Train,286.16,4
98321,"Cape Town, SA",02/10/2025,02/18/2025,8.0,Gregory Santiago 98321,21.0,Female,China,Resort,785.45,Bus,545.83,3
98322,"Bangkok, Thailand",08/22/2024,09/11/2024,20.0,Joel Guzman 98322,49.0,Female,Scottish,Villa,2561.26,Car rental,1228.51,4
98323,"Zurich, Switzerland",01/12/2025,01/22/2025,10.0,Vincent Tanner 98323,61.0,Female,Singapore,Hotel,1188.54,Flight,411.91,4
98324,"Nairobi, Kenya",08/05/2023,08/24/2023,19.0,Edwin Burton 98324,69.0,Other,Australian,Hostel,636.12,Bus,327.59,4
98325,"Accra, Ghana",01/24/2025,02/10/2025,17.0,Keith Cruz 98325,67.0,Female,Taiwan,Airbnb,646.72,Train,279.34,5
98326,"Cape Town, SA",01/31/2024,02/12/2024,12.0,Barbara Hayes 98326,52.0,Male,New Zealander,Hostel,2489.59,Airplane,1144.8,5
98327,"Istanbul, Turkey",11/30/2024,12/17/2024,17.0,Debra Washington 98327,67.0,Male,British,Vacation rental,750.52,Ferry,239.84,3
98328,"Toronto, Canada",4/3/2024,4/10/2024,7.0,Trevor Lewis 98328,36.0,Male,Brazil,Hotel,1060.69,Car rental,369.92,2
98329,Phnom Penh,06/07/2024,06/28/2024,21.0,Matthew Francis 98329,67.0,Female,Dutch,Resort,2457.82,Car rental,635.74,5
98330,"Nairobi, Kenya",05/21/2023,05/29/2023,8.0,Brianna Sims 98330,21.0,Male,South Korea,Resort,686.87,Flight,324.51,5
98331,"Berlin, Germany",09/24/2023,10/12/2023,18.0,Courtney Ramirez 98331,68.0,Female,USA,Vacation rental,1586.59,Ferry,1271.75,1
98332,"Osaka, Japan",06/14/2023,07/04/2023,20.0,Dr. Kimberly Walton 98332,22.0,Male,Brazil,Vacation rental,943.94,Subway,371.43,5
98333,"Kuala Lumpur, Malaysia",02/03/2025,02/14/2025,11.0,Alexandria Jones 98333,61.0,Female,Emirati,Hostel,652.42,Car rental,253.81,2
98334,"Zurich, Switzerland",08/20/2024,08/26/2024,6.0,Frederick Hernandez 98334,65.0,Male,Brazil,Guesthouse,1144.04,Car rental,437.04,4
98335,"Bangkok, Thai",04/30/2023,05/04/2023,4.0,Alexa Donovan 98335,60.0,Other,China,Vacation rental,3184.3,Bus,738.89,4
98336,"Edinburgh, Scotland",03/14/2024,03/19/2024,5.0,Stanley Mitchell 98336,61.0,Male,Canada,Airbnb,2230.39,Train,1172.12,1
98337,"Wellington, New Zealand",10/16/2023,10/24/2023,8.0,Chelsea Cochran 98337,60.0,Other,Japanese,Airbnb,1076.36,Subway,389.99,4
98338,"Vienna, Austria",03/15/2024,04/04/2024,20.0,Jon Barnett 98338,21.0,Other,German,Hotel,898.09,Ferry,343.22,1
98339,"Sydney, Aus",05/13/2023,05/18/2023,5.0,Paul Eaton 98339,71.0,Female,Spain,Airbnb,1886.66,Car,1311.77,3
98340,Seoul,5/1/2022,5/10/2022,10.0,Dr. Angela Brown 98340,27.0,Female,Korean,Hotel,800 USD,Train,150 USD,4
98341,"Rio de Janeiro, Brazil",05/30/2024,06/03/2024,4.0,Mr. Raymond Casey 98341,44.0,Male,UK,Hostel,1716.7,Train,1061.84,4
98342,"Seoul, South Korea",01/01/2025,01/05/2025,4.0,Cody Herrera 98342,33.0,Female,Taiwan,Villa,314.9,Plane,1094.48,4
98343,"Amsterdam, Netherlands",02/11/2025,03/01/2025,18.0,Samuel Schwartz 98343,34.0,Male,Italian,Villa,2510.41,Airplane,1082.44,3
98344,"New York, USA",12/04/2023,12/19/2023,15.0,Bethany Hernandez 98344,23.0,Other,United Arab Emirates,Riad,2457.92,Airplane,638.2,5
98345,"Bali, Indonesia",03/03/2024,03/20/2024,17.0,Hannah Flores 98345,54.0,Female,Indian,Riad,1701.55,Flight,1271.15,5
98346,"Rio de Janeiro, Brazil",03/04/2025,03/19/2025,15.0,Brittany Morales 98346,33.0,Female,Italy,Resort,1052.9,Flight,403.81,3
98347,"Budapest, Hungary",05/17/2024,05/22/2024,5.0,Makayla Mcdonald 98347,20.0,Male,Vietnamese,Vacation rental,678.95,Airplane,299.2,3
98348,Paris,10/14/2024,10/24/2024,10.0,Michelle Jefferson 98348,62.0,Female,Scottish,Riad,924.39,Train,107.81,4
98349,"Auckland, New Zealand",04/09/2025,04/26/2025,17.0,Kimberly Reese 98349,62.0,Female,Brazil,Villa,501.94,Flight,609.74,3
98350,"Lima, Peru",09/08/2024,09/29/2024,21.0,James Moon 98350,31.0,Female,Chinese,Riad,728.88,Car rental,345.12,3
98351,Thailand,03/05/2024,03/20/2024,15.0,Carolyn Mitchell 98351,43.0,Male,Chinese,Hostel,337.34,Bus,1175.15,5
98352,Amsterdam,05/20/2023,06/08/2023,19.0,Mrs. Nancy Hickman MD 98352,44.0,Other,UK,Resort,336.46,Car,1116.06,3
98353,"Zurich, Switzerland",08/04/2024,08/20/2024,16.0,Benjamin Brock 98353,40.0,Female,Australian,Vacation rental,1166.39,Plane,422.34,4
98354,London,10/10/2024,10/21/2024,11.0,Gregg Silva 98354,39.0,Other,Chinese,Vacation rental,2147.99,Car,1494.26,3
98355,"Cairo, Egypt",02/19/2024,02/25/2024,6.0,Nancy Mckinney 98355,42.0,Female,German,Hostel,632.74,Car rental,259.25,5
98356,"Lisbon, Portugal",10/03/2023,10/24/2023,21.0,Jeremy Mclaughlin 98356,32.0,Female,South Korean,Resort,784.9,Car rental,313.69,4
98357,"Los Angeles, USA",12/15/2024,12/25/2024,10.0,Benjamin Cannon 98357,28.0,Male,Dutch,Guesthouse,1584.34,Bus,534.38,4
98358,"Budapest, Hungary",03/16/2025,03/25/2025,9.0,Alfred Young 98358,52.0,Male,Greece,Vacation rental,766.39,Plane,298.98,5
98359,"Tokyo, Japan",11/01/2024,11/22/2024,21.0,Jack Evans 98359,21.0,Male,Scottish,Resort,2092.17,Flight,1278.72,4
98360,"Istanbul, Turkey",02/20/2025,03/08/2025,16.0,Natasha Black 98360,37.0,Other,Japanese,Hotel,728.1,Car rental,357.3,5
98361,Cape Town,08/21/2024,09/02/2024,12.0,Jerome Young 98361,67.0,Female,Germany,Guesthouse,2324.72,Airplane,837.72,4
98362,"Osaka, Japan",12/09/2024,12/21/2024,12.0,Brandon Allen 98362,51.0,Female,Brazil,Villa,884.2,Plane,358.17,5
98363,"New York City, USA",10/14/2023,10/29/2023,15.0,Shawn Richard 98363,57.0,Other,Spanish,Airbnb,2093.36,Car,771.54,5
98364,"Athens, Greece",06/20/2023,06/24/2023,4.0,Elizabeth Davidson 98364,29.0,Female,American,Resort,1072.16,Train,310.05,4
98365,"Phuket, Thailand",04/08/2024,04/15/2024,7.0,Kristin Green 98365,37.0,Female,Spain,Vacation rental,2604.93,Plane,802.55,4
98366,"Sydney, Aus",07/08/2024,07/24/2024,16.0,Ronald Mcknight 98366,69.0,Female,Australian,Vacation rental,2268.35,Plane,388.35,4
98367,"Sydney, Australia",05/07/2023,05/11/2023,4.0,Carrie Peterson 98367,32.0,Male,UK,Villa,390.07,Flight,472.97,5
98368,"Sydney, AUS",04/11/2025,04/21/2025,10.0,Summer Smith 98368,22.0,Female,South Korean,Hostel,641.43,Bus,1060.9,3
98369,Seoul,01/10/2024,01/14/2024,4.0,Samantha Molina 98369,24.0,Male,South Korean,Resort,1271.98,Car rental,1094.25,5
98370,"Athens, Greece",3/10/2024,3/17/2024,7.0,Yolanda Rasmussen 98370,39.0,Male,Emirati,Resort,846.57,Flight,380.8,4
98371,"New York, USA",06/19/2023,07/01/2023,12.0,Larry Reid 98371,45.0,Other,United Kingdom,Guesthouse,2081.03,Flight,821.72,2
98372,"Auckland, New Zealand",04/07/2025,04/14/2025,7.0,Mrs. Elizabeth Cordova 98372,66.0,Male,Japan,Hostel,2450.02,Ferry,1001.26,4
98373,"Casablanca, Morocco",07/21/2024,08/08/2024,18.0,Donald Bauer 98373,54.0,Female,USA,Airbnb,720.59,Car rental,282.29,5
98374,Sydney,10/02/2023,10/13/2023,11.0,Tanya Hoffman 98374,63.0,Other,German,Hostel,680.4,Car,650.89,5
98375,"Osaka, Japan",01/15/2024,01/24/2024,9.0,Ronnie Rice 98375,22.0,Female,Canada,Vacation rental,927.32,Ferry,355.73,5
98376,Thailand,12/20/2024,12/28/2024,8.0,Toni Martin 98376,41.0,Female,Japan,Airbnb,2177.67,Plane,1045.06,2
98377,"New York, USA",12/04/2023,12/19/2023,15.0,Christian Schultz 98377,23.0,Other,United Arab Emirates,Riad,2583.58,Airplane,788.6,5
98378,"Beijing, China",11/11/2023,11/20/2023,9.0,Jaime Liu 98378,64.0,Male,Canadian,Riad,884.91,Train,376.02,4
98379,Brazil,11/27/2024,12/17/2024,20.0,Carrie Ellis 98379,24.0,Male,German,Riad,1803.27,Car rental,1419.33,3
98380,"Addis Ababa, Ethiopia",10/31/2023,11/21/2023,21.0,Kathleen Brooks 98380,42.0,Other,New Zealander,Guesthouse,620.94,Plane,270.0,3
98381,Paris,12/18/2024,01/07/2025,20.0,Michelle Duke 98381,39.0,Female,Korean,Airbnb,2186.6,Train,1543.77,5
98382,Barcelona,07/18/2023,07/24/2023,6.0,Monica Christensen 98382,32.0,Other,Italy,Riad,2257.96,Subway,1247.11,5
98383,"Vienna, Austria",05/16/2024,05/27/2024,11.0,Brittany Macias 98383,30.0,Female,South Korea,Riad,921.91,Car,328.51,5
98384,"Hanoi, Vietnam",12/25/2023,01/03/2024,9.0,Brooke Tapia 98384,22.0,Other,South Korean,Hotel,835.05,Flight,318.57,2
98385,"Lisbon, Portugal",02/17/2025,03/01/2025,12.0,Emily Sanchez MD 98385,33.0,Other,USA,Hotel,740.59,Bus,374.61,3
98386,"Istanbul, Turkey",04/03/2025,04/12/2025,9.0,Kelsey Nguyen 98386,38.0,Female,British,Villa,738.6,Ferry,343.2,3
98387,"San Francisco, USA",08/04/2024,08/09/2024,5.0,Daniel Copeland 98387,34.0,Other,Indonesian,Resort,1112.28,Subway,418.17,4
98388,Brazil,05/04/2024,05/25/2024,21.0,Alejandra Kelly 98388,22.0,Male,Emirati,Airbnb,2384.76,Plane,1991.29,4
98389,"Gold Coast, Australia",01/10/2025,01/26/2025,16.0,Rebecca Mathis 98389,46.0,Male,Canadian,Vacation rental,1127.16,Flight,392.09,4
98390,"New York, USA",03/09/2024,03/20/2024,11.0,Danielle Chavez 98390,34.0,Male,South Korean,Hotel,3288.96,Flight,733.94,3
98391,"Paris, France",10/5/2023,10/10/2023,5.0,Debbie Mcintyre 98391,45.0,Male,American,Hotel,1793.92,Flight,881.73,5
98392,"Lisbon, Portugal",10/05/2023,10/15/2023,10.0,Jamie Reese 98392,39.0,Other,South Korea,Resort,768.2,Plane,340.05,5
98393,"Beijing, China",11/11/2023,11/20/2023,9.0,Marisa Fleming DDS 98393,67.0,Male,Canadian,Riad,1049.83,Train,324.88,5
98394,Canada,08/14/2023,08/21/2023,7.0,Antonio Yu 98394,31.0,Male,German,Villa,2815.82,Airplane,610.7,4
98395,"Wellington, New Zealand",08/22/2024,09/11/2024,20.0,Heather Harvey 98395,43.0,Female,Scottish,Villa,1061.64,Car rental,452.79,5
98396,"Wellington, New Zealand",07/22/2024,08/03/2024,12.0,Douglas Moran 98396,70.0,Male,Australian,Hostel,1076.92,Plane,385.95,3
98397,"Gold Coast, Australia",08/13/2024,08/22/2024,9.0,Dennis Torres 98397,21.0,Other,French,Guesthouse,1094.74,Flight,355.76,1
98398,Fiji,06/27/2024,07/02/2024,5.0,Nicholas Levine 98398,33.0,Female,German,Hostel,1093.38,Car rental,371.35,5
98399,"Gold Coast, Australia",10/18/2023,11/06/2023,19.0,Anthony Burke DDS 98399,28.0,Female,Singapore,Hostel,1038.68,Train,395.36,4
98400,"Seoul, South Korea",05/10/2024,05/21/2024,11.0,Derrick Fletcher 98400,66.0,Female,Greece,Villa,1223.04,Car,409.28,3
98401,"Auckland, New Zealand",11/19/2023,12/01/2023,12.0,Alisha Haley 98401,56.0,Male,United Kingdom,Villa,2703.91,Subway,1142.49,4
98402,"Wellington, New Zealand",11/30/2024,12/09/2024,9.0,Bryan Jackson Jr. 98402,46.0,Male,Emirati,Hostel,1019.67,Train,389.72,5
98403,Rome,5/1/2022,5/8/2022,7.0,Stephen Kelley 98403,31.0,Female,Italy,Hotel,960.29,Train,210.49,4
98404,Rome,12/26/2024,01/02/2025,7.0,Whitney Garcia 98404,49.0,Male,Italy,Hostel,821.59,Subway,554.09,2
98405,"New York City, USA",04/22/2024,05/10/2024,18.0,Maria Delacruz 98405,48.0,Male,Hong Kong,Guesthouse,1977.96,Flight,423.63,4
98406,London,06/12/2024,06/20/2024,8.0,Steven Reeves 98406,57.0,Male,UK,Riad,2917.75,Airplane,1794.83,4
98407,"Nairobi, Kenya",06/17/2024,06/25/2024,8.0,Patricia Dunn 98407,52.0,Male,Dutch,Hotel,766.02,Subway,274.98,3
98408,"San Francisco, USA",06/17/2024,06/23/2024,6.0,Teresa Richardson 98408,28.0,Other,United Kingdom,Vacation rental,1109.11,Airplane,461.32,5
98409,Sydney,02/08/2025,02/22/2025,14.0,Julie Jenkins 98409,31.0,Female,Scottish,Vacation rental,3546.38,Train,980.22,5
98410,"Gold Coast, Australia",10/06/2024,10/12/2024,6.0,Gabriel Moody 98410,46.0,Male,Italian,Hotel,1120.97,Bus,363.58,2
98411,"Lisbon, Portugal",11/04/2023,11/10/2023,6.0,Dakota Lee 98411,20.0,Male,American,Guesthouse,976.69,Airplane,277.96,4
98412,"Berlin, Germany",12/10/2023,12/24/2023,14.0,Hector Mullins 98412,29.0,Female,British,Villa,3185.83,Car rental,1176.84,4
98413,"Cairo, Egypt",03/06/2024,03/25/2024,19.0,Mr. Phillip White 98413,25.0,Male,Spain,Resort,693.66,Train,233.63,4
98414,Greece,07/19/2024,07/31/2024,12.0,Nancy Branch 98414,67.0,Female,Spain,Guesthouse,313.16,Car,840.28,5
98415,"Edinburgh, Scotland",02/04/2025,02/18/2025,14.0,Emily Simpson 98415,50.0,Male,UK,Guesthouse,1803.95,Bus,985.33,2
98416,"Seoul, South Korea",04/12/2024,04/19/2024,7.0,Russell Wilkinson 98416,54.0,Other,Taiwan,Riad,1026.18,Bus,504.03,5
98417,"Rome, Italy",01/20/2025,02/09/2025,20.0,Kelly Nash 98417,33.0,Male,Canada,Villa,2760.55,Car,1037.6,5
98418,"Vancouver, Canada",10/01/2024,10/05/2024,4.0,Amanda Rowland 98418,25.0,Other,British,Riad,424.84,Car rental,1459.42,3
98419,"Amsterdam, Netherlands",10/27/2024,11/01/2024,5.0,Chase Nicholson 98419,55.0,Male,Cambodia,Guesthouse,1010.91,Car rental,749.27,5
98420,"New York City, USA",04/16/2024,04/21/2024,5.0,Devin Dorsey 98420,28.0,Other,British,Guesthouse,2460.93,Airplane,137.58,3
98421,"Rome, Italy",07/04/2024,07/08/2024,4.0,William Khan 98421,40.0,Female,United Kingdom,Resort,1297.1,Train,889.86,3
98422,Fiji,04/12/2024,04/29/2024,17.0,Donald Silva 98422,67.0,Other,Brazil,Airbnb,1107.4,Flight,412.09,4
98423,"Accra, Ghana",11/19/2024,12/07/2024,18.0,Catherine Randall 98423,70.0,Male,Japanese,Villa,735.37,Car,254.03,3
98424,"Athens, Greece",08/04/2024,08/09/2024,5.0,James Carson IV 98424,36.0,Other,Indonesian,Resort,1104.08,Subway,355.83,4
98425,"Osaka, Japan",07/16/2024,07/26/2024,10.0,Cathy Mcmillan 98425,50.0,Other,Indian,Villa,905.73,Car rental,315.45,2
98426,"Kuala Lumpur, Malaysia",06/26/2024,06/29/2024,3.0,Lynn Ray 98426,45.0,Other,Spanish,Hostel,650.23,Ferry,264.9,4
98427,"Sydney, AUS",03/30/2024,04/09/2024,10.0,Robert Mooney 98427,47.0,Other,Germany,Hostel,2376.88,Train,989.31,5
98428,"Bali, Indonesia",8/5/2022,8/12/2022,7.0,Eric Mcdowell 98428,35.0,Female,South Korean,Resort,500 USD,Plane,800 USD,4
98429,"Budapest, Hungary",08/25/2024,08/31/2024,6.0,Rodney Weber 98429,23.0,Male,Japanese,Resort,741.06,Car,283.24,4
98430,"Tokyo, Japan",03/17/2024,04/04/2024,18.0,Sarah Tyler DDS 98430,56.0,Male,UK,Airbnb,2094.12,Ferry,134.54,5
98431,France,01/24/2025,02/10/2025,17.0,Cameron Schneider 98431,67.0,Female,Taiwan,Airbnb,1028.69,Train,766.25,3
98432,London,10/22/2024,11/01/2024,10.0,Debbie Paul 98432,31.0,Female,United Kingdom,Guesthouse,451.93,Bus,1573.42,3
98433,"Nairobi, Kenya",06/06/2024,06/20/2024,14.0,Darryl Murphy 98433,41.0,Female,Germany,Resort,653.44,Airplane,273.25,4
98434,London,03/06/2024,03/25/2024,19.0,Amanda Schaefer 98434,33.0,Other,Cambodia,Resort,1323.63,Car rental,733.21,2
98435,Santorini,03/14/2025,04/02/2025,19.0,Molly Ibarra 98435,30.0,Female,South Korean,Hostel,2361.69,Subway,1593.09,1
98436,"Buenos Aires, Argentina",03/24/2025,03/28/2025,4.0,Meghan Velasquez MD 98436,67.0,Female,Greece,Vacation rental,844.01,Bus,344.95,5
98437,"Cancun, Mexico",05/16/2024,05/27/2024,11.0,Linda Abbott 98437,25.0,Female,South Korea,Riad,2456.78,Car,461.91,2
98438,"Los Angeles, USA",6/20/2024,6/27/2024,7.0,Antonio Dominguez 98438,27.0,Male,Chinese,Hotel,"$1,200 ",Car rental,$300 ,3
98439,Phuket,9/5/2022,9/12/2022,7.0,Micheal Buchanan 98439,47.0,Male,Singapore,Villa,1763.44,Plane,598.07,4
98440,"Istanbul, Turkey",01/15/2024,01/20/2024,5.0,Shane Jackson 98440,34.0,Other,Spain,Guesthouse,764.71,Flight,288.87,4
98441,"Prague, Czech Republic",04/28/2023,05/08/2023,10.0,Robert Shannon 98441,45.0,Other,Indian,Vacation rental,722.07,Car rental,292.61,3
98442,"Rio de Janeiro, Brazil",12/09/2024,12/21/2024,12.0,Stephen Lambert 98442,54.0,Female,Brazil,Villa,2151.86,Plane,352.67,5
98443,Paris,04/09/2025,04/28/2025,19.0,Caleb Martinez 98443,34.0,Female,Korean,Airbnb,1363.82,Ferry,254.05,3
98444,"Vienna, Austria",12/05/2023,12/20/2023,15.0,Bradley Larson 98444,65.0,Other,Emirati,Vacation rental,867.29,Plane,377.91,3
98445,"Beijing, China",03/05/2025,03/15/2025,10.0,Arthur Burch 98445,41.0,Male,Emirati,Vacation rental,1012.81,Train,403.11,3
98446,Cape Town,10/03/2023,10/24/2023,21.0,Alexander Dennis 98446,34.0,Female,South Korean,Resort,1666.99,Car rental,224.18,3
98447,"Honolulu, Hawaii",10/14/2024,10/18/2024,4.0,Molly Cardenas 98447,21.0,Male,Mexican,Villa,1126.84,Plane,743.83,4
98448,"Amsterdam, Netherlands",05/30/2023,06/14/2023,15.0,Martin Stone 98448,40.0,Male,Moroccan,Villa,1080.73,Airplane,1338.09,5
98449,Canada,10/16/2024,11/06/2024,21.0,Brenda Fernandez 98449,52.0,Female,Moroccan,Hotel,488.8,Train,578.64,4
98450,"Addis Ababa, Ethiopia",06/10/2023,06/24/2023,14.0,Tommy Rocha 98450,27.0,Male,South Korea,Villa,618.37,Ferry,275.44,2
98451,"Kuala Lumpur, Malaysia",06/09/2023,06/20/2023,11.0,Martha Shepherd 98451,22.0,Other,French,Riad,760.59,Ferry,270.99,1
98452,"Addis Ababa, Ethiopia",03/20/2025,03/23/2025,3.0,Steven Lamb II 98452,43.0,Male,South Korea,Villa,648.39,Airplane,261.58,4
98453,"Vienna, Austria",05/16/2024,05/28/2024,12.0,Olivia Wiggins 98453,28.0,Female,New Zealander,Hotel,823.95,Car,330.76,3
98454,"Osaka, Japan",02/13/2025,03/01/2025,16.0,Nancy Stevenson 98454,67.0,Other,Emirati,Villa,931.53,Ferry,377.29,3
98455,"Tokyo, Japan",01/22/2024,01/31/2024,9.0,Maria Turner 98455,36.0,Female,Greece,Airbnb,1817.15,Train,1216.33,3
98456,"Cairo, Egypt",08/19/2023,08/25/2023,6.0,Jeremy Charles 98456,51.0,Other,Italian,Riad,540.82,Bus,271.95,5
98457,"Beijing, China",09/24/2023,10/14/2023,20.0,Laurie Miller 98457,38.0,Female,Singapore,Airbnb,961.35,Flight,429.1,5
98458,New York,03/07/2024,03/12/2024,5.0,Samantha Serrano 98458,59.0,Male,French,Hotel,320.05,Airplane,502.86,3
98459,"Taipei, Taiwan",04/09/2024,04/22/2024,13.0,Janice Harris 98459,25.0,Male,Mexican,Hostel,766.51,Train,287.04,5
98460,Hawaii,8/1/2023,8/10/2023,9.0,Isaiah Ward 98460,31.0,Male,Korean,Resort,"$2,000 ",Plane,$800 ,5
98461,Paris,02/29/2024,03/20/2024,20.0,Linda Chapman 98461,51.0,Male,German,Airbnb,1333.28,Ferry,1019.77,4
98462,"Auckland, New Zealand",04/07/2024,04/15/2024,8.0,Danny Hood 98462,69.0,Male,American,Hostel,2342.82,Car,468.02,3
